 ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
11001101,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11001110,1,30,15,30,15,30,15,30,15,30,15,30,15,30,15,30,30,15,30,15,30,15,30,15,30,15,30,15,6,15,30,15,15,30,15,30,3,30,15,30,15,30,15,30,15,30,15,30,30,15,30,15,30,15,30,15,6,15,30,15,30,15,30,15,30,15,30,15,30,15,30,15,30,3,30,15,30,15,30,15,15,30,15,30,15,2,15,30,15,30,15,30,15,30,15,30,30,15,30,15,30,15,30,15,30,15,30,15,30,3,30,15,15,6,15,30,15,30,15,30,15,30,15,30,15,30,15,30,30,15,30,15,30,15,30,15,30,15,30,15,30,15,6,15,15,30,3,30,15,30,15,30,15,30,15,30,15,30,15,30,30,15,30,15,30,15,30,15,30,15,2,15,30,15,30,15,15,30,15,30,15,30,3,30,15,30,15,30,15,30,15,30,15,30,15,30,15,30,15,6,15,30,15,30,15,30,15,30,30,15,30,15,30,15,30,15,30,15,30,3,30,15,30,15,15,30,15,6,15,30,15,30,15,30,15,30,15,30,15,30,30,15,30,15,30,15,30,15,30,15,30,15,30,15,30,1
11001111,1,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
11010000,1,42,21,42,21,42,21,42,42,21,42,21,42,21,42,21,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,21,42,21,42,21,42,21,42,42,21,42,21,42,21,42,21,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,21,42,21,42,21,2,21,42,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,42,21,42,21,42,21,42,21,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,21,42,21,42,21,42,21,42,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,42,21,2,21,42,21,42,21,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,21,42,21,42,21,42,21,42,42,21,42,21,42,21,42,21,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,42,21,42,21,42,21,42,21,21,42,21,42,21,42,21,42,21,42,21,42,21,42,21,42,42,21,42,21,42,21,42,1
11010001,1,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
11010010,1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
11010011,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11010100,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
11010101,1,24,24,24,24,8,12,24,24,24,8,12,24,12,24,8,24,4,24,24,8,24,24,12,24,24,12,8,6,24,8,24,24,24,4,24,3,24,24,8,8,12,24,24,24,8,24,12,24,24,24,4,24,12,8,24,6,8,24,24,8,24,12,24,24,8,12,24,4,24,24,24,24,3,24,8,24,24,8,12,8,24,24,12,24,2,24,24,12,24,8,24,24,24,12,8,12,24,24,8,24,24,4,24,24,8,24,12,8,3,24,24,24,6,8,24,24,24,24,4,8,24,12,24,12,8,24,24,24,24,8,12,24,12,24,8,4,24,24,24,24,8,6,24,24,24,3,8,12,24,8,24,24,4,24,24,8,24,24,12,8,12,24,24,24,8,24,12,24,24,2,24,12,24,24,8,12,8,24,24,8,24,3,24,24,24,24,4,24,12,8,24,24,12,24,8,24,24,8,6,24,8,12,24,4,24,24,24,12,24,8,24,24,24,12,8,8,24,24,3,24,4,24,24,24,8,24,6,8,12,24,24,12,24,24,8,24,24,4,24,8,24,12,24,12,8,24,24,24,12,8,24,24,24,24,1
11010110,1,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,7,35,5,35,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,7,35,35,35,35,5,35,35,35,35,35,35,35,5,7,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,7,35,35,35,5,35,35,35,35,35,7,35,5,35,35,35,35,35,35,35,7,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,7,35,35,35,35,35,35,5,35,35,35,35,35,35,35,35,5,35,35,35,35,35,35,7,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,5,7,35,35,35,35,35,35,35,5,35,7,35,35,35,35,35,5,35,35,35,7,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,7,5,35,35,35,35,35,35,35,5,35,35,35,35,7,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,35,5,35,7,35,35,35,35,35,5,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,1
11010111,1,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,31,217,217,7,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,217,31,217,7,217,217,217,217,217,217,217,31,217,217,217,31,217,217,217,217,217,217,217,217,31,7,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,7,217,217,217,217,217,217,217,31,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,31,217,217,217,31,7,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,31,217,7,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,31,217,217,7,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,31,217,217,217,217
11011000,1,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
11011001,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11011010,1,124,62,124,62,124,31,124,124,62,124,31,124,31,124,62,31,124,62,124,62,124,31,124,124,62,124,31,124,31,124,62,31,124,62,124,62,124,31,124,124,62,124,31,124,31,124,62,31,124,62,4,62,124,31,124,124,62,124,31,124,31,124,62,124,31,124,62,124,62,124,31,62,124,31,124,31,124,62,124,124,31,124,62,124,2,124,31,62,124,31,124,31,124,62,124,124,31,124,62,124,62,4,31,62,124,31,124,31,124,62,124,124,31,124,62,124,62,124,31,62,124,31,124,31,124,62,124,124,62,124,31,124,31,124,62,31,124,62,124,62,124,31,124,124,62,124,31,124,31,124,62,31,4,62,124,62,124,31,124,124,62,124,31,124,31,124,62,31,124,2,124,62,124,31,124,124,62,124,31,124,31,124,62,31,124,62,124,62,124,31,124,62,124,31,124,31,124,62,124,124,31,124,62,4,62,124,31,62,124,31,124,31,124,62,124,124,31,124,62,124,62,124,31,62,124,31,124,31,124,62,124,124,31,124,62,124,62,124,31,62,124,31,124,31,124,62,124,124,31,124,62,124,62,124,1
11011011,1,42,42,42,42,14,42,42,21,42,14,42,42,42,42,14,14,21,42,42,42,14,42,42,42,21,14,42,42,42,42,14,14,42,42,21,42,14,42,42,42,42,14,21,42,42,42,14,14,42,21,42,42,14,42,42,42,42,7,42,42,42,42,14,42,14,42,42,14,42,21,42,42,42,42,14,42,42,7,42,42,14,42,42,14,42,42,21,42,42,42,14,42,42,14,21,42,14,42,42,14,21,42,42,42,42,42,14,42,3,14,42,42,14,42,42,7,42,42,42,42,42,42,14,21,42,14,42,42,42,14,42,21,42,42,14,14,42,42,42,21,14,42,42,42,42,14,42,42,21,42,14,14,42,42,42,42,7,42,42,42,42,14,42,42,42,42,7,14,42,42,42,42,14,42,21,42,42,14,42,42,42,3,14,14,42,42,42,42,14,21,42,42,42,21,14,42,42,14,42,42,14,21,42,14,42,42,42,42,42,42,7,42,42,14,42,42,14,42,3,14,42,42,42,42,21,42,14,42,42,14,42,42,7,42,42,14,42,42,42,21,42,42,14,42,42,14,42,21,14,42,42,14,42,42,42
11011100,1,42,42,42,42,21,42,42,42,42,21,42,6,42,42,21,21,42,42,42,6,21,42,42,6,42,7,42,42,42,42,21,42,21,42,42,3,42,42,42,6,42,42,21,42,42,7,42,6,21,42,42,7,42,42,42,42,42,42,21,6,42,21,42,42,42,42,21,42,6,7,42,42,3,42,42,21,42,42,42,42,6,42,21,42,42,21,42,42,21,42,42,7,6,42,42,42,6,21,42,42,42,42,21,7,42,42,42,42,3,42,42,42,42,7,42,42,6,42,21,21,6,42,42,42,21,42,42,42,42,21,42,42,42,6,21,21,42,6,42,42,7,42,42,42,42,3,42,42,42,42,7,21,42,42,42,42,21,6,42,42,42,6,7,42,42,21,42,42,21,42,42,21,42,6,42,42,42,42,21,42,42,3,42,42,7,6,42,21,42,42,42,42,21,42,6,21,42,42,42,42,42,42,7,42,42,21,6,42,7,42,42,21,42,42,6,42,42,42,3,42,42,21,42,21,42,42,42,42,7,42,6,42,42,21,6,42,42,42,21,21,42,42,6,42,21,42,42,42,42,21,42,42,42,42,1
11011101,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
11011110,1,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
11011111,1,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,2,63,126,126,63,126,63,126,63,126,63,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,63,126,63,126,63,126,63,126,126,63,2,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,63,63,126,63,126,63,126,63,126,126,63,126,63,126,63,126,1
11100000,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11100001,1,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
11100010,1,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,31,217,31,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,7,217,217,217,31,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217,7,217,217,217,217,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,7,217,31,217,217,217,217,217,31,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,31,31,217,217,217,217,217,217,217,217,217,31,217,217,7,217,217,217,217,217,217,31,217,217,7,217,217,217,217,217,217,31,217,217,31,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,31,7,217,217,217,217,31,217,217,217,217,217,217,217,217,217,217,217,217,217,31,217,217,7,217,217,31,217,217,217,217,217,217,31,217,217,217,217,217,31,217,217,217,217,217,217
11100011,1,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,3,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,12,6,12,12,12,6,12,12,12,3,12,12,12,6,12,12,12,6,12,12,12,2,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,3,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,3,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,2,12,12,12,6,12,12,12,6,12,12,12,3,12,12,12,6,12,12,12,6,12,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,3,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,6,12,12,12,1
11100100,1,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,3,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,3,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,3,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
11100101,1,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,1
11100110,1,56,28,56,56,28,56,28,56,14,56,28,28,56,28,8,56,4,56,14,28,56,28,56,28,56,7,56,56,28,8,28,28,56,4,56,56,28,56,14,56,28,56,28,28,8,7,56,56,28,56,4,7,56,28,56,28,56,28,56,8,14,56,28,56,28,56,28,4,56,7,56,28,56,28,8,56,28,56,14,28,56,28,56,56,2,56,28,56,28,8,28,7,56,28,56,56,14,56,28,28,56,4,56,7,8,28,56,56,28,56,28,28,56,7,56,56,28,56,4,8,28,56,14,28,56,28,56,56,28,56,28,14,56,28,8,4,56,28,56,56,7,56,28,28,56,28,56,56,28,8,7,56,4,56,28,28,56,14,56,56,28,56,7,28,8,28,56,28,56,2,56,56,28,56,28,14,56,28,56,8,28,56,28,56,7,56,4,28,56,28,56,28,56,14,8,56,28,56,28,56,28,56,7,4,56,28,56,56,7,8,28,28,56,28,56,14,56,28,56,56,4,56,28,28,8,28,56,56,7,56,28,56,28,56,28,14,56,4,56,8,28,56,28,28,56,14,56,28,56,28,56,56,28,56,1
